t,X,Y,status
-1.00,-1.053,0.241,0
0.01,0.000,0.000,0
12.00,0.000,0.000,0
13.99,0.000,0.000,0
15.98,0.000,0.000,0
17.97,0.000,0.000,0
19.95,1.683,1.122,0
21.94,1.683,1.122,0
